appeal_text,language,campaign_type,overall_quality_score,quality_label,data_origin,source
"Hello,
My name is Kiara. Myself and my eight-year old son moved to Houston Texas seven-years ago after graduating college.
It is just me and him and we do have any immediate family here. In fact, I haven't had a visitor from any family member since I relocated.
I'll get to the point. Since December 29, 2019 I have been in ""the valley."" This is when I had a terrible car accident. My arm was fractured and suffered second degree burns. The blessing is I lived and my son walked away with not a scratch. 
Well, I lost my transportation and was out of work. Then the pandemic hit. Everything has just fallen a part and I have been holding on for dear life for the sake of me and my son's livelihood but I have not fully recovered. 
I have gone as far as working Uber but renting a vehicle is costly. I've found various work from home gigs. I have cut down on our expenses. I do not remember the last time I've gotten my hair done or went shopping. Only for my son which I'd rather for him to have everything he needs before myself any day. 
I have signed up for benefits which I absolutely hate but I did it. I have picked up a security job overnight but this leaves my son at home alone while he is sleeping which is not safe and I just cannot do it to him any longer. I have a camera that I purchased but that does not eliminate my fears. Of course it is my responsibility to keep my baby safe.
I have a B.A and have been searching high and low for a stable full-time remote position but so far I have not had any luck. Many interviews. Recently, I was offered a position with a company that was fit for me and my son. Well, soon after the position was no longer on the table and the start date was pushed back to December. 
Finally, July of this year everything has finally caught up to me. My health started to deteriorate and I began having very bad dense pain in my legs and now all over my body. Well, I was able to go see a physician and was diagnosed with stage 2 CKD. I do believe my poor diet has contributed to the fast deterioration. This past year I have completely let myself go. This includes the 40 pounds I have gained in a year. Due mostly because I am always on the go and don't have much time to prepare quality meals like I normally do for me and my son. 
I finally fell behind on my rent due to me not being able to work because of my health and stability in work. I fell behind July, August, September and now October. Eviction was filed and I had my court date. I was evicted and given a week to move out. Well, I knew that I couldn't so I borrowed the money for the appeal. This stops the writ of possession and bought me time. 
I picked up two gigs to make quick money and work to the best of my ability. Ive paid the money back that I borrowed from various friends so that put me backwards again. But at least I got to stay in my apartment for the time being. 
Now, I have a new court date which I recieved at the beginning of October for November 1st. I have come up with an additional $2,460.30 after the initial payment of $1,183 to pay into the courts registry to solidify the appeal. The total balance is $6,159.53. I am only asking for $2,000 and have a plan to come up with the rest.
This keeps me and my son in our apartment in which we've resided for the past four years. Moving sounds easy but it isn't. I now have an eviction on my record and instead of going to a new place and going through the approval process. Since I have been a resident for so long in my current apartment they will allow me to sign a new lease and stay here without the approval process. I start a work from home gig November 4 that would hold me over and allow me to pay my rent starting November until I could secure a full-time position in my field of work. But if I do not come up with the funds I am asking for then I fear the worst. I've worked extremely hard and I can't disappoint my son. He doesn't deserve any of this. 
Alot? I know. But I wanted to be as transparent as possible. I know that there are so many issues in the world that may be more dire than my own. But I am filled with incapacity at the moment and I am finally asking for some help. Some real serious help which I do not do often. But I have to put my pride aside and ask. 
I am grateful. 
-Kiara",English,disaster,4,high,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
"CLICK HERE TO WATCH VIDEO
Meet our little boy, Jasper—a Costa Rican kitty who was rescued at the age of approximately, 4-weeks old, in April 2022, from Puerto Viejo, Limon, Costa Rica. He’s been blessed with a beautiful life here in Toronto, Canada— with family and friends who love him. 
If you’ve had the opportunity to meet Jasper, you know he’s the most curious and playful kitty there is. Much like a Dog, he loves to cuddle throughout the night into the early AM and you can depend on him to bring light to your day and a smile to your face, no matter how busy or overwhelmed you are. His spunky and charismatic personality always keeps us laughing. He is a source of pure love and joy and is always looking for the next kiss. He loves human interaction and especially enjoys playing with his feline neighbours—whom he calls out to on our balcony throughout the day.
On Wednesday, October 18th, we noticed unusual behaviour from Jasper—he wasn’t himself, he was squatting all over the house, trying to pee, but nothing would come out. He was crying in pain, like we’ve never heard before. When you tried to comfort him, he would scream. There was vomit on the floor and his food/water was left untouched. His bladder was firm and unexpressable. He walked himself to the dark washroom and rested on the rug. We immediately took him to the local veterinary emergency clinic and on a worst come, first serve basis—they declared it an urgent, life-threatening emergency. 
The doctor examined him and shortly after, diagnosed him with a Urethral obstruction, which is very unusual for a kitten his age. This is a life-threatening condition that requires immediate attention. A urinary catheter was used to resolve the obstruction (that felt like gritty sand material) and allow urine to flow again. Although Jasper was extremely dehydrated, his electrolyte levels looked fine and he was given medication in hospital. An abdominal x-ray did not show evidence of bladder stones. However, there are stones that are not visible on x-ray (only ultrasound). A urinalysis and blood test was submitted and results were pending—Jasper was sent home later that night and was declared an outpatient with careful monitoring at home.
The moment he got home, he ran to his water bowl and drank like he’s never seen water before. We then comforted him in our arms as he closed his eyes and purred. Eventually, he made his way to his litter and stood there for hours, struggling to pee, until he eventually fell asleep. We took him to his bed, but he persisted and made his way back to the litter. Confused and still unable to pee, we found him sleeping in his litter that morning, with traces of blood left behind.
We immediately called emergency and explained to them the continuing symptoms. They told us to bring him in for another examination, so we did.
Blood results came back and it was seen that his kidneys were not in a healthy standing, as the clogged bladder added pressure to them, which needed to be relieved. His bladder remained full and tight, and the only option left was to have him hospitalized and looked after to ensure survival. 
Jasper is currently in great hands with the team at VEC (Veterinary Emergency Clinic), he is being given intravenous fluids and catheterization for the next few days to treat his Feline lower urinary tract disease (FLUTD), along with another procedure to ensure his kidney’s come back to a healthy standing and reduce the risk of future kidney damage.
It’s been an emotional and financially stressful time, as this came out of left field. Our home is simply not the same without him—he has so much more life to live, we needed to do the right thing.
The current vet fee’s are extremely high and sit at an estimated $6,222.00 CAD, which is not feasible for us to take on alone—especially not with the long-term dietary supplements and veterinary visits needed to keep him healthy and reduce the risk of future obstruction.
If you feel called to help Jasper, we truly do appreciate it from the bottom of our hearts.
Any little bit helps, even simply exchanging the value of your morning coffee.
If you are unable to donate, sharing this GoFundMe link is just as impactful and appreciated.
Thank you, thank you, thank you.
Celina & Matthew
❤️",English,animal_welfare,4,high,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
"Hi. My name is Charli( Charlotte at birth)and the dog in the photo is the love of my life and only family I had. We have had some tough times together over the 6 and a half years together, and most of those homeless on the streets. Finally in June our chance arrived for a home in the form of a housing voucher and back then it came with the financial assistance we need for all fees and costs associated with leasing a new apartment and if you have bad cre do it as I am in right now, they require 2 months rent as a deposit, making it basically impossible to use the voucher we were Blessed with. Now on an extension with this voucher, and finally in the position of moving forward on an application and hold deposit for an apartment in budget with nearly everything on my list. But as everything in my life, a roadblock hit me like it was a brick wall to my face and my hope and heart, something has to stop my plans to succeed in moving toward my goals and dreams as always. It was Spirits health this time, and it was a sudden onset ,I was not expecting and not now when we were getting to be so close to making this finally happen. Spirit was not doing well at all Friday evening and he wasn't able to walk to go potty, he hadn't eaten all day, and had lost interest in water by then too. The labored breathing and disorientation sent us straight to emergency veterinarian. Almost without thinking of the consequences this vet bill would be for us, I could only think what my life would be without this guy in my life to wake me in the morning with his wet and cold nose to my face and not having that beautiful face to start my day when I open my eyes was not an option. This trip got us no answers as to what was going on other than the vet wasting the money for the apartment and sending us back in the same condition he had arrived in. We made it through the night but it wasn't any better for him. I was able to get him in to his regular vet Saturday afternoon. Now another visit without any certainties or treatment plan to help his health recover from whatever was taking him out. Again we leave with another vet bill to take the remaing funds for our apartment. Then he passed away on the street today in my lap while I cried out so loud in heartache of choosing and losing both things I needed so much  to bring me comfort ,joy and security. Talk about having a bad day and worst luck. I can't even afford to have him cremated now. I need help and with all pride aside, I have to ask for your help today so I may have him taken to proper channels for cremating him and keeping his ashes in a safe memory box and necklace to carry him close to my heart where he will always be. My loyal and loving Best Friend should  Rest in Peace and be honored for his courage and strength through our challenges , he remained by my side and not once tried to run away. 
********UPDATE****************††***************************
BEFORE I was able to get this posted, my dear sweet baby passed away. Now, I face finding the funds to have him cremated tomorrow as I can't keep a dead dog in tow wherever I go. He has many friends and made more wherever he would go ,so I would like to have a small memorial service for him and honor the wonderful dog and  Best Friend he has been to me. I truly don't know what I am going to do now without him. Now I spent the money to get us an apartment ,trying to keep him alive and now I am afraid I have lost my chance and hope for a home and afraid to be on streets without his protection,but more importantly is the loss of losing him. This Heartache is much too soon after losing my husband just 2 short years ago.i now have no family and am all alone. 
I'm in immediate need of funds to have Spirit cremated tomorrow and will continue praying for funds to get an apartment before the 28th of November. I always help those in need when and if I can do something to make their lives easier and days brighter, but today I need a little love to shine my way.
Thank you and God Bless you for your time to read my story that doesn't have a great ending today, but can be changed with a little help and hope from the readers today. Please share my post with your family and friends. 
Charli ,in memory of Spirit aka Handsome",English,animal_welfare,4,high,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
"Hello all. I am currently asking for donations to help cover the cost of travel for my husband to go to his Mama's funeral in Arizona. Unfortunately, times have hit us hard in many ways, and we find ourselves not being able to afford for John to travel to make it to his Mama's funeral. 
Please, if you can find it in your heart to donate what you can we would be so grateful. 
Our ideal situation would be for all three of us (John, Auri, and I) to be able to make it out to Arizona from Nor Cal via driving. But, the number one goal is to get John there.
Thank you so much for reading this, and for your consideration. We are so grateful!
From John's sister Michelle:
On the evening of October 28, 2022, Diane Elaine (Schwartz) Evans was received at last into the arms of Jesus. Her 75 years on this Earth were gift to all who were privileged to know her. While she battled Alzheimer's bravely for the last 14 years, that will not be her legacy. Her legacy is love.
 As her children our greatest gift is the love story she shares with her husband David, her beloved for 53 years. They met in 1968 when they were both young, and working at the convalescent hospital in Lodi California. They married June 22nd 1969 with little money and no prospects but they had each other and that was all they needed.  Theirs is a love story for the ages. Despite the struggles and challenges that 53 years and 3 children can bring, they always remained devoted to each other, supporting one another through better and worse. Many remark on the incredible devotion that our father, Dave had for Diane as Alzheimer's slowly took her, but he would tell us that Mom gave him all her best years, how could he do any less for her now when she needed him most? Their love for each other is a beacon of hope for all who witnessed it. As their children, we hope to be so blessed as to have even a glimpse of that kind of love.
Our Mother, Diane, was without a doubt our hero, best friend, and greatest cheerleader. She was devoted to us while still being her own person and taught us that you can do everything you dream. She sewed our clothes, canned every food imaginable, she was an awesome cook, PTA president, room mom, and homework checker. She read us books, played games, and the memories of our family vacations keep us laughing until our sides ache. She went back to school to become a nurse while we were young and her example of sacrifice and dedication inspire us still. She was healer both at home and to all she came in contact with. When we each married she loved our spouses in equal measure. Always supportive and always wanting our happiness. 
But we believe the job she loved best of all was being a Nana. Known to her 4 beautiful grandchildren as ""Nana Tickle"", she was larger than life and always ready with love and hugs. She made songs for her grand babies, crocheted blankets, and would do anything for them. They were her brightest jewels in a very crowded crown. 
The love she had for her family seemed without bounds.  It began of course at first with her parents Jeanette Emhoff and John Henry Schwartz. She loved her parents with all her heart and we know that they ushered her into the gates of heaven. Her beloved brothers and their families meant the world to her and even in her last days their names brought a smile to her lips. She loved her inlaws just as much and the Evans family felt as close as if she had been with them her whole life. She was always the life of the family gatherings with her silliness, fun, and laughter. 
As her children we also know that our mother's greatest legacy of love lies with her Lord and Savior Jesus. Our mother loved the Lord with all her heart, with all her mind, and with all her strength. It is this love that gave her the courage to fight as long as she did.  We take some comfort in the knowledge that she is now singing the Hallelujah chorus with the angels and helping to prepare our homes. For now we grieve with weight of a great love lost.
Funeral services for Diane will be held Friday, November 4, 2022 at 1pm, graveside at Sunland Cemetery in Sun City, Arizona.  A link to her obituary and memorial page will be available online shortly and we will update Facebook.",English,disaster,4,high,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
"Dear Friends and Family,
I hope this message finds you and yours safe, healthy and happy! Not sure how many of you are aware, but our dear friends, the Paxtons, were hit hard by Hurricane Ian, which devastated their hometown of North Port and surrounding areas of Florida's southwest coast.
The family sustained lots of damage to their properties (they’ve had three homes on the same street in North Port for decades). They have some unbelievably high insurance deductibles and other unexpected storm-related expenses piling up on them. They are such amazing friends to so many of us and truly need us to come together and assist them in their time of need.
There is no question that if the roles were reversed, they would be here helping any of us. I know I can count on you all to help me share this page with anyone you think would be willing to help. Bill Medley and I will proudly get the ball rolling with the first donations. I asked for a breakdown of all they expect to pay for out-of-pocket, and on the conservative side, it’s in the neighborhood of $30,000.
Brooks and Di live on a fixed retirement budget, and I’m not sure what this close family will do without our help. Thank God we don’t have to figure that out because here we are, coming to the aid of our dear friends. I feel certain many of us will want to help, so I am trying to share this with as many of you as possible.
In closing, I love you all and cherish our friendships. You guys take care of each other and hold your loved ones tight. I hope our paths cross again in the near future. Now, I’d like to turn it over to Di & Brooks’ sons, Sean and Brooks II, for an update on what they went through and are dealing with moving forward.
Thank You Bucky, and all those taking the time to read this response and update on behalf of our parents and family affected by Hurricane Ian.
When Bucky first reached out in the aftermath of this event with an idea of helping in this way, we were reluctant. However, with his urging, we took an honest and humble look at the reality of what we went through and are now facing on the road to recovery.
The adrenaline is just now wearing off from those immediate weeks of survival, emergency repair and clean-up. Now, with some time to reflect and look forward, we realize it makes no sense to let our family pride prevent others’ willingness to help.
Bucky - you’re right. It’s a lot to deal with. Suddenly and all at once. Especially now with our focus and energy shifting to the unforeseen financial impacts of this event. The challenges have compounded because all our homes sustained simultaneous wind and water damage in the hurricane. Externally and internally. 
As a result, we’ll be facing financial fallouts in multiples of three. High insurance deductibles, repair and replacement for uninsured losses to property and personal effects, furniture, work equipment, vehicles, and loss of income.
While we face these challenges, our thoughts remain with our fellow Floridians affected by this historic natural disaster. North Port, Florida has been our adopted hometown since 1978. Three generations of our family have roots here, so it’s difficult and sad to see our neighborhood and surrounding communities hit so hard.
To friends and neighbors in the tight-knit community here on Marius Road who helped us and each other immediately following the storm. Thank you, and others who came in from Tampa and Florida’s east coast to provide critical post-storm survival supplies. Extra generators, gas, food and water. All in short or zero supply locally at that time. We’d also like to thank those who reached out to check on us before, during and after the storm, and others who mailed us food care packages. It all helped us through those tough first few weeks.
We’ll be sharing updates as our recovery progresses from here, but in the meantime, we extend our heartfelt appreciation to everyone for your time, your caring thoughts, prayers, and your support. Every bit of that matters and makes a difference. We’re fortunate and blessed to have so many good people in our lives.
All the best from us and ours to you and yours,
Diane Paxton, Brooks Paxton Sr., Sean Paxton, Brooks Paxton II, Tom Larkin",English,disaster,4,high,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
"Saddleback is raising & donating money to purchase an ambulance for civilians injured in Ukraine. All money raised will go directly to the Greater Lansing Jewish Federation. The funds will be used to purchase the ambulance(s), and provide generators, sleeping bags, fire extinguishers, cooking gas, and other valuable supplies.
What inspired this? 
Okemos resident, Ody Norkin, is the Vice President of Michigan Flyer. His grandparents were killed in Odessa, Ukraine, in 1941. He knew he wanted to do anything he could to help the people of Ukraine today.
He texted Rabbi Avraham Wolff in Odessa, Ukraine: “I am tired of sitting on my hands. I know all about buses and transportation. Is there anything I can do to help the folks in Odessa?”
The Rabbi replied, “Actually, we don’t need transportation help but it would be extremely helpful if you showed up with an ambulance. You could drive passengers who can’t handle buses, who must lie down. We have many infirm people here who need to be taken to a safe place.”
Ody has since made the incredible journey to personally deliver an ambulance, generator, and more needed supplies to the people of Ukraine. This will be the 4th ambulance he has delivered.
How did Saddleback Get Involved?
We were completely unaware of this unbelievable act of generosity until Tuesday when I (Travis) was having lunch with a friend, and he had to take a phone call, and I overheard him say “We need to raise $20,000 more to send another ambulance to Ukraine”. I instantly knew that we needed to help and that Matt would be on board.
Why an ambulance?
Many older adults and injured civilians cannot handle the stress of a bus ride to get to areas of assistance. Ambulances can also travel after dark when other vehicles are not allowed to travel because of curfews. Ambulances also serve as a perfect hub to store useful pharmaceuticals.
How can you help?
Donate to our GoFundMe.
What is Saddleback doing to help?
We will be providing an initial donation to the GoFundMe of $500.
Beyond that, we will add additional donations for every significant milestone raised.
$5,000 - Saddleback will donate an additional $250 ($750 total)
$10,000 - Saddleback will donate an additional $250 ($1,000 total)
$20,000 - Saddleback will donate an additional $500 ($1,500 total)
If we reach our goals, we expect to contribute $1,500. We will also pay to advertise this campaign out of our pocket.
Saddleback and Slice by Saddleback are open to all people of all types. This campaign is not a political statement in any way. Our goal is simply to help people in any way we can.
*All of the money from GoFundMe will be given directly to the Greater Lansing Jewish Welfare Federation (MIEIN: 382106869) less any fees that are charged by GoFundMe. GoFundMe charges 2.9% + $0.30 to cover credit card processing fees. We will be fully transparent with the total GoFundMe amount and show proof of the money going to the Greater Lansing Jewish Welfare Federation for use towards this effort. We are using GoFundMe so that we can incentivize and track the donations that are coming from our Saddleback community. Using GoFundMe allows us to provide incentives for hitting important fundraising milestones. We are not a non-profit organization. However, Greater Lansing Jewish Welfare Federation is a non-profit. Please consult your tax professional about any applicable tax deductions. 
**No raffles, sweepstakes, giveaways, or promotions are offered in exchange for any donations made.
""More information about Greater Lansing Jewish Welfare Federation Inc: The Greater Lansing Jewish Welfare Federation is an affiliate organization of the Jewish Federations of North America, an umbrella organization that represents 157 Jewish Federations and 400 independent Jewish communities. The Federation movement places collectively among the top ten charities on the North American continent in charitable activities and has the goal of protecting and enhancing the well-being of Jews worldwide through the values of tikkun olam (repairing the world), tzedakah (charity and social justice) and Torah (Jewish learning).""
Lansing State Journal",English,disaster,4,high,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
"This is Crystal Jones. Many people around Atlanta know her as grandmother. What follows is an opportunity for the community to rally around a woman that does so much for so many, and now needs our support in return.
Crystal is a modern-day Mary Poppins. She might show up to watch your kids for the night with a bounce house. On weekends, she drives around a 15-passenger van, picks up a gaggle of kids and takes them out on incredible day-long adventures. They return home tired, fed, and so happy. Their parents have had a full day to themselves. Crystal provides the most exceptional care for children all over metro Atlanta, and she will tell you it's because she raised 4 kids on her own and she wants parents to feel supported in ways she never did.
Her smile is infectious and her warmth can be felt at 200 yards. She manages to provide support for so many families, and she wants to start a business (the website is almost finished!). But when she goes home from caring for others' kids, she cares for two adult children with disabilities under the direst of circumstances.
Crystal is the most enterprising, entrepreneurial person you will ever meet, but she is underwater caring for her sons and dealing with a medical system and housing system that keep shutting them out. She has worked for decades to find solutions, to work the systems. But they're just not working for her. That's where we come in.
1. Steaven
Crystal's adult son Steaven was diagnosed with schizophrenia as a teenager. It has taken years to find the right combination of medicines that help him be comfortable and communicative (such as a monthly shot of Invega). But Georgia Medicare has declined to cover that medication. Without insurance, it's $1,200 a month. That's almost half of the family's income. Without the medication, Steaven's condition becomes severe and he suffers tremendously, sometimes wanders off. Recently, during a particularly bad episode, he was arrested. The danger of mental illness for young Black men is exponentially greater because police often see them as a threat. Steaven's medicine is critical for his life, his safety, and the peace and safety of his family.
One of the only ways Crystal can get support for Steaven is when his condition is severe enough that he can be committed to a county hospital. That triggers some emergency support that only lasts a few weeks after he is hospitalized. It's traumatic for Steaven and for Crystal.
2. Ronald
Meanwhile, Crystal is also caring for her other adult son, Ronald, who was paralyzed several years ago. Their home is not wheelchair accessible, and Crystal has to move her son in and out of the bathroom on a wheeled desk chair in order to fit through the door. While she has sufficient income and savings to afford a better apartment or even a down payment on a house, because she is self-employed she hasn't been able to get a loan or provide sufficient income verification to find an accessible three-bedroom rental. They have been taken advantage of by an unethical landlord who has refused to repair their hot water. The family has been living without running hot water for more than four months.
Crystal's dream is to live in a quiet place with lots of woods where she and her sons can enjoy the outdoors. She wants peace and calm for Steaven. She wants Ronald to be able to access the bathroom on his own (and he would like that, too!)
We are raising funds:
To underwrite Steaven's medication so he can get stable and he and Crystal can work on a plan together for his long term care
To pay enough advance rent that the family can move to an accessible apartment
We are also looking for an attorney who may be able to help with Steaven's case
If you can lend a hand navigating the Medicare system for mental health in Georgia (or you know another place in the Southeast where they can find better care), if you have connections to a pro-bono attorney or better housing for this family, please reach out.
Thank you!",English,disaster,4,high,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
"Hi!
This is Justin and Lauren with Steinmetz Family Farm. If you have been watching, you know we have an animal farm in beautiful Berks county, sitting on approximately 12 acres. It's an old stone farmhouse. If You have a little bit of time. Please watch a few of our videos, so you can See what we're all about. 
Only 4 days ago, little hope was born, breech and not breathing. My wife recorded my efforts to bring her to life, and we posted it online.  The response has been absolutely amazing! Bringing her back to life gave other people hope. I literally has given me hope that we can thrive as a sanctuary for these animals! I've been thrown into the driver seat of being a content creator, and learning as go, in just four short days! 
Then just yesterday, I lost a baby goat named Cinnamon that was sick. In her short appearances on my videos, she won the hearts of many . My heart was broken, and I didn't know how I was going to Tell the world.   
I couldn't sleep last night, restless and constantly checking on the goats. Nervous and anxious about how I was going to present this information to everyone.  From about 3:30 a.m. until my live show at 7:11, I was writing down notes on what I was going to say so I could get the point across.  Which I ended up not using anyways and the goats ate them during the live show ""Let's get real""
I started the live feed, and continued with my daily routine, until I got to a story I was going to tell about my friend David. Let me tell you, that was rough! I barely get myself together to finish the live feed. 
Again, the support from all of the viewers was spectacular! I can't thank everyone enough for what you are doing, you are changing our lives and the lives of the animals on our farm.
I had quit my job a few months ago in order to take care of these animals full-time. When I mentioned in The video that we hope to have a barn one day, people started saying they would help with a barn raising! Multiple people... And suggested a GoFundMe page to build a barn for the fur babies.
It's hard for me to take handouts, however, I decided to create the GoFundMe link just to see where this will go. It has been me and my wife's dream to get a barn for the animals. And building anything these days is a tough thing to accomplish. 
So I created the GoFundMe account for anyone that is interested in supporting this cause, of giving our fur babies a big dry shelter for next winter.  
If you watch my videos, you will see that we have small shelters and a heated shed and even a military tent set up as the housing for the animals. I'd rather push forward with taking care of these animals then go back to work and have to get rid of them. I bonded with them so much over the last 3 years, it would be so heartbreaking. With or without the barn I will continue to push on and grow the farm, And one day we will have one. 
Sadly, the original barn from the 1800s was torn down before we bought the place 3 years ago. 
The sole purpose of this fundraiser is to raise a barn for our farm animals to stay out of the elements. A proper place with ventilation and stalls, where we can protect our animals from the elements during the winter, and keep them cool in the summer. A place where we can make memories with people and animals! 
Every cent of this fundraiser will go towards the raising of a barn. This is quite a new development, and I will keep everyone updated on the progress. Everything from the zoning permits to the engineering drawings, and I will even be taking videos and updating everyone online. I do a daily live stream video at 7:11am est.
I know it's quite a big number to reach, realistically though that doesn't get you very far in this day and age.Hopefully by next winter we can have all these guys a nice, dry and warm place to live.
Anybody who donates, can absolutely come to the farm and snuggle up on any of our animals! And even if you don't, just send us a message and we can work something out!",English,animal_welfare,4,high,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
"Hello everyone. I want to start off by saying this is incredibly uncomfortable for me, but in the name of vulnerability and genuine need, I am asking for help.
On 10/24/22, I was the victim of an exceptionally well-executed scam. Somebody impersonating a Sergeant from Scott County Sheriff's Department contacted me and stated I had failed to appear in court to provide expert witness testimony. This is something within the realm of possibility, given my job as a therapist and recent practice change. He told me I was charged with failure to appear and contempt of court. This person had a remarkable amount of my personal information, something that made it very believable from the get-go. They also told me there was a gag order on the case, so I could not tell anyone about it or end the phone call without being arrested. When I asked him to prove that he was truly calling from the Sheriff's department, the phone number on my screen verified it as Scott County's Sheriff's department. I also Googled this number and confirmed it myself. I then was able to confirm that the name given to me was in fact the name of a Sergeant that worked for the county. This entire phone call I was being threatened with arrest and told I needed to resolve this matter immediately. At this point I was in the middle of a panic attack and incredibly concerned for my career, so I moved forward with the transaction to ""pay my bond."" I was then told to go to the Hennepin County's Sheriff's Department, where a detective informed me that I had been scammed and instructed to file a police report. I have since filed fraud claims, a police report, and contacted my bank. Due to the nature of how the funds were stolen, it is almost certain that we will not be able to track who did this or recover my money. I was told this type of scam is nearly impossible to trace.
I have also contacted local news stations, the MN Board of Behavioral Health & Therapy, the clinic I contract with, and I am notifying any person I know who works in the mental health field about this. It was a big life lesson for me, and it is now my goal to make sure this does not happen to anyone else.
The amount stolen from me was everything I had in my savings account. This money was set aside to cover things like rent, health insurance, student loans, and all of my other bills. It was also funds for the wedding of Nate, my fiance, and I in October of 2023 that I had regularly been setting money aside for. I no longer have a safety net, and the money I do have will be depleted quickly. I recently began working as a therapist in an independent contractor role, which has come with a very different pay schedule than I was accustomed to and is not necessarily consistent. As I am still building my caseload, I was heavily relying on my savings to carry me through this transition period -- and without it, I am in trouble.
I completely understand that in today’s economic environment everyone is struggling and trying to stay afloat. Asking for financial support is not something I take lightly or thought I would ever need to do. Any funds contributed will be used for paying bills, rent, living expenses and to make sure we are able to fulfill the contracts Nate and I have signed with wedding vendors. I'd also like to ask that you share this information with anyone you know who works in mental health/social work -- after researching online, this is a scam happening all over the nation, specifically targeting the innocent workers who are in these roles.
I sincerely appreciate everyone's love, support, kind words, and actions. I consider myself incredibly lucky to have the folks in my life that I do. I believe in the power of community, and promise to work diligently to find avenues to pay it forward once I am stable.
Thank you for taking the time to read this and for your consideration.",English,disaster,4,high,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
"Some of you who receive this may already know some, parts, or all of the story. For those who do not let me introduce you to Stormageddon, The Dark Lord of All aka ""Stormy"". Don't let his grim-sounding name scare you or dissuade you from helping out. Storm is a 2 1/2 yr old fluffy and friendly St. Bernard. Stormy is the 2nd St. Bernard in the family, so they are no strangers to the issues that may befall a giant breed dog. 
Stormy is a purebred Saint they purchased from a breeder who made statements to the effect that:Quoting from their web (Facebook) FAQ
""· Are registered with AKC (American Kennel Club)""
""· Do not have history of hip dysplasia or any other genetic health issues""
""· Previous litters (from our Saint parents) do not have any history of hip dysplasia or any other genetic health issues""
There were a couple of testimonials and they thought nothing of the issue and reasonably relied upon the statement. They picked out one of the pups and put down a deposit, later paying quite a bit of money for him and taking him home to meet everyone.
Unfortunately, they took it on face value that those statements were true and now have found themselves with a vet bill of over $9000, excluding the costs I know they have already expensed up to this point. 
As a puppy, Stormy was like all puppies, very playful and excited to see people and have a good time rolling around and playing in the yard. They noticed early after his 1st birthday or so that he was not a big fan of going on walks, even just around the block. They thought nothing of it at the time and knew Saints were somewhat lazy, sometimes stubborn dogs. Towards the next birthday, they noticed he would limp a bit and not put pressure on his left leg, but it wasn't often, so they chalked it up to a minor issue. 
Eventually, it became more frequent, and they took him to the vet, who initially diagnosed a sprain, gave him some medication, and ordered less activity (not sure how you can get any less active, lol). The issue did not subside, so they had xrays ordered, and the complete picture of the problem was obvious. Stormy's left hip never developed, and his right hip socket was not fully formed either. They sent the xrays off to a specialist in Frederick (Skylos), who multiple vets and others highly recommended. He was examined thoroughly by Dr. Peter Lotsikas, and his staff at Sklos (https://www.skylossportsmedicine.com). Dr. Lotsikas reviewed the xrays and noted significant muscle atrophy because Stormy carries all his weight on his front two legs. He confirmed this is a genetic issue; unfortunately, the only options were a life of pain or a hip replacement. 
Skylos was founded in 2015 by Dr. Lotsikas and is the leader in their field. Skylos works up a flat fee guaranteed follow-up without additional costs. The total bill for Stormy would be a total of $9590.00. 
They, unfortunately, do not have a pile of money stashed in the walls of their house or a rich uncle to call. They have always been generous with others, sometimes to a fault, and hope that generosity will be revisited upon them. I know it is humbling and it pains them to ask for help from others. They, however, in this case, are asking on behalf of little (well, not so little) Stormy. Let Stormy know if you have some spare change, a dollar or two, or a rich uncle we can borrow for a bit. 
If we raise more than needed for the procedure by some miracle, we will donate any remaining funds to local animal charities such as For Otis Sake and The Washington County Humane Society, etc. Feel free to suggest others. Thank you for reading all of this. Please feel free to forward and share this story.",English,animal_welfare,5,high,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
